LADGATE	357	10000	0.232	1
LADGATE	401	10000	0.269	1
LADGATE	4772	10000	0.649	1
LADGATE	1131	10000	0.614	1
LADGATE	5030	10000	0.472	1
LADGATE	1053	10000	0.358	1
LADGATE	30	10000	0.167	1
LADGATE	1462	10000	0.506	1
LADGATE	255	10000	0.133	1
LADGATE	7252	10000	0.581	1
LADGATE	1073	10000	0.270	1
LADGATE	1201	10000	0.225	1
LADGATE	9532	10000	0.758	1
LADGATE	440	10000	0.339	1
LADGATE	2207	10000	0.607	1
LADGATE	19995	10000	0.646	0
LADGATE	123	10000	0.275	1
LADGATE	2486	10000	0.621	1
LADGATE	293	10000	0.255	1
LADGATE	170	10000	0.206	1
LADGATE	7295	10000	0.302	1
LADGATE	1053	10000	0.334	1
LADGATE	590	10000	0.319	1
LADGATE	13	10000	0.116	1
LADGATE	440	10000	0.465	1
LADGATE	5188	10000	0.703	1
LADGATE	5456	10000	0.676	1
LADGATE	560	10000	0.306	1
LADGATE	2157	10000	0.266	1
LADGATE	94	10000	0.189	1
LADGATE	2305	10000	0.649	1
LADGATE	98	10000	0.237	1
LADGATE	4405	10000	0.178	1
LADGATE	301	10000	0.268	1
LADGATE	31	10000	0.170	1
LADGATE	128	10000	0.225	1
LADGATE	80	10000	0.234	1
LADGATE	28368	10000	0.770	0
LADGATE	497	10000	0.260	1
LADGATE	3270	10000	0.538	1
LADGATE	2775	10000	0.859	1
LADGATE	1112	10000	0.467	1
LADGATE	1942	10000	0.610	1
LADGATE	222	10000	0.222	1
LADGATE	23	10000	0.131	1
LADGATE	1053	10000	0.403	1
LADGATE	601	10000	0.257	1
LADGATE	25	10000	0.165	1
LADGATE	2718	10000	0.558	1
LADGATE	974	10000	0.569	1
LADGATE	1306	10000	0.433	1
LADGATE	9170	10000	0.551	1
LADGATE	660	10000	0.296	1
LADGATE	2032	10000	0.614	1
LADGATE	713	10000	0.405	1
LADGATE	280	10000	0.175	1
LADGATE	16	10000	0.138	1
LADGATE	124	10000	0.189	1
LADGATE	18	10000	0.138	1
LADGATE	155	10000	0.252	1
LADGATE	615	10000	0.409	1
LADGATE	64	10000	0.202	1
LADGATE	11	10000	0.109	1
LADGATE	55	10000	0.132	1
LADGATE	11556	10000	0.487	0
LADGATE	18742	10000	0.617	0
LADGATE	2868	10000	0.974	1
LADGATE	96	10000	0.260	1
LADGATE	29	10000	0.152	1
LADGATE	12	10000	0.101	1
LADGATE	16678	10000	0.402	0
LADGATE	4432	10000	0.476	1
LADGATE	11659	10000	0.694	0
LADGATE	30660	10000	0.748	0
LADGATE	22536	10000	0.643	0
LADGATE	660	10000	0.407	1
LADGATE	1543	10000	0.374	1
LADGATE	6709	10000	0.505	1
LADGATE	4825	10000	0.687	1
LADGATE	2001	10000	0.297	1
LADGATE	3054	10000	0.528	1
LADGATE	1236	10000	0.304	1
LADGATE	1225	10000	0.629	1
LADGATE	3404	10000	0.619	1
LADGATE	11	10000	0.109	1
LADGATE	191	10000	0.264	1
LADGATE	399	10000	0.260	1
LADGATE	36	10000	0.161	1
LADGATE	120	10000	0.265	1
LADGATE	280	10000	0.216	1
LADGATE	22074	10000	0.334	0
LADGATE	240	10000	0.217	1
LADGATE	2031	10000	1.146	1
LADGATE	110	10000	0.184	1
LADGATE	1310	10000	0.136	1
LADGATE	15	10000	0.115	1
LADGATE	163	10000	0.188	1
LADGATE	1491	10000	0.421	1
LADGATE	5205	10000	0.181	1
LADGATE	10017	10000	0.340	0
LADGATE	4960	10000	0.677	1
LADGATE	31	10000	0.181	1
LADGATE	705	10000	0.573	1
LADGATE	14	10000	0.121	1
LADGATE	1908	10000	0.397	1
LADGATE	118	10000	0.239	1
LADGATE	333	10000	0.316	1
LADGATE	17809	10000	1.041	0
LADGATE	1294	10000	0.504	1
LADGATE	3097	10000	0.353	1
LADGATE	72	10000	0.218	1
LADGATE	4225	10000	0.596	1
LADGATE	14416	10000	0.577	0
LADGATE	1428	10000	0.335	1
LADGATE	2031	10000	1.146	1
LADGATE	16640	10000	0.405	0
LADGATE	5067	10000	0.780	1
LADGATE	1053	10000	0.350	1
LADGATE	8232	10000	0.391	1
LADGATE	2490	10000	0.684	1
LADGATE	221	10000	0.248	1
LADGATE	2807	10000	0.670	1
LADGATE	5211	10000	0.776	1
LADGATE	560	10000	0.249	1
LADGATE	24	10000	0.141	1
LADGATE	2508	10000	0.478	1
LADGATE	40	10000	0.179	1
LADGATE	6885	10000	0.270	1
LADGATE	1049	10000	0.306	1
LADGATE	1159	10000	0.338	1
LADGATE	548	10000	0.422	1
LADGATE	1049	10000	0.304	1
LADGATE	123	10000	0.270	1
LADGATE	28	10000	0.161	1
LADGATE	481	10000	0.198	1
LADGATE	146	10000	0.223	1
LADGATE	32	10000	0.175	1
LADGATE	19	10000	0.160	1
LADGATE	26	10000	0.162	1
LADGATE	969	10000	0.582	1
LADGATE	1224	10000	0.295	1
LADGATE	18	10000	0.149	1
LADGATE	72	10000	0.216	1
LADGATE	16	10000	0.142	1
LADGATE	736	10000	0.639	1
LADGATE	11251	10000	0.696	0
LADGATE	33155	10000	0.485	0
LADGATE	803	10000	0.534	1
LADGATE	1649	10000	0.429	1
LADGATE	645	10000	0.605	1
LADGATE	338	10000	0.252	1
LADGATE	19	10000	0.156	1
LADGATE	3670	10000	0.850	1
LADGATE	31	10000	0.164	1
LADGATE	230	10000	0.228	1
LADGATE	76	10000	0.148	1
LADGATE	440	10000	0.457	1
LADGATE	160	10000	0.256	1
LADGATE	16364	10000	0.608	0
LADGATE	156	10000	0.299	1
LADGATE	6089	10000	0.464	1
LADGATE	1386	10000	0.330	1
LADGATE	115	10000	0.275	1
LADGATE	2450	10000	0.619	1
LADGATE	10429	10000	0.949	0
LADGATE	1746	10000	0.570	1
LADGATE	14	10000	0.112	1
LADGATE	108	10000	0.204	1
LADGATE	760	10000	0.338	1
LADGATE	156	10000	0.281	1
LADGATE	5065	10000	0.747	1
LADGATE	4799	10000	0.810	1
LADGATE	6028	10000	0.584	1
LADGATE	1046	10000	0.259	1
LADGATE	181	10000	0.192	1
LADGATE	8	10000	0.107	1
LADGATE	6418	10000	0.869	1
LADGATE	3183	10000	0.491	1
LADGATE	378	10000	0.299	1
LADGATE	1071	10000	0.283	1
LADGATE	36	10000	0.184	1
LADGATE	4620	10000	0.385	1
LADGATE	3800	10000	0.260	1
LADGATE	17999	10000	0.809	0
LADGATE	4952	10000	0.617	1
LADGATE	555	10000	0.435	1
LADGATE	8508	10000	0.727	1
LADGATE	11716	10000	0.569	0
LADGATE	172	10000	0.225	1
LADGATE	1681	10000	0.559	1
LADGATE	33	10000	0.171	1
LADGATE	10	10000	0.132	1
LADGATE	403	10000	0.288	1
LADGATE	2065	10000	0.267	1
LADGATE	21688	10000	0.679	0
LADGATE	32	10000	0.166	1
LADGATE	22	10000	0.147	1
LADGATE	1422	10000	0.346	1
LADGATE	4518	10000	0.485	1
LADGATE	413	10000	0.377	1
LADGATE	21925	10000	0.360	0
LADGATE	341	10000	0.172	1
LADGATE	403	10000	0.270	1
LADGATE	90	10000	0.246	1
LADGATE	3486	10000	0.507	1
LADGATE	22	10000	0.154	1
LADGATE	356	10000	0.254	1
LADGATE	827	10000	0.630	1
LADGATE	2032	10000	0.668	1
LADGATE	726	10000	0.586	1
LADGATE	170	10000	0.226	1
LADGATE	17493	10000	0.697	0
LADGATE	874	10000	0.559	1
LADGATE	8992	10000	0.513	1
LADGATE	1001	10000	0.226	1
LADGATE	20	10000	0.137	1
LADGATE	168	10000	0.188	1
LADGATE	16747	10000	0.540	0
LADGATE	1178	10000	0.301	1
LADGATE	23999	10000	0.483	0
LADGATE	1218	10000	0.538	1
LADGATE	5040	10000	0.660	1
LADGATE	9858	10000	0.709	1
LADGATE	1590	10000	0.422	1
LADGATE	1271	10000	0.536	1
LADGATE	800	10000	0.611	1
LADGATE	11	10000	0.118	1
LADGATE	814	10000	0.651	1
LADGATE	11999	10000	0.544	0
LADGATE	26778	10000	0.516	0
LADGATE	13175	10000	0.224	0
LADGATE	1120	10000	0.510	1
LADGATE	4596	10000	0.683	1
LADGATE	15904	10000	0.962	0
LADGATE	44909	10000	0.832	0
LADGATE	42	10000	0.151	1
LADGATE	5310	10000	0.701	1
LADGATE	821	10000	0.439	1
LADGATE	7993	10000	1.001	1
LADGATE	18	10000	0.136	1
LADGATE	2670	10000	0.689	1
LADGATE	55	10000	0.150	1
LADGATE	6328	10000	0.354	1
LADGATE	258	10000	0.221	1
LADGATE	1218	10000	0.444	1
LADGATE	1000	10000	0.417	1
LADGATE	64	10000	0.199	1
LADGATE	31	10000	0.176	1
