POST_ROW	slay06m	357	1080	4025	4025	1113	4025	4025	4025	4025	4025	4025	4025	4025	4025	4025	4025	4025
POST_ROW	sssd25-08	401	1200	5389	5389	1325	5389	5389	5389	5389	5389	5389	5389	5389	5389	5389	5389	5389
POST_ROW	rsyn0810m04m	4772	13836	147553	113458	17276	113458	113458	113458	113458	113458	113458	113458	113458	113458	113458	113458	113458
POST_ROW	pooling_sppc3pq	23173	893724	1153877333	325595394	1305528	325595394	325595394	325595394	325595394	325595394	325595394	325595394	325595394	325595394	325595394	325595394	325595394
POST_ROW	sporttournament48	1131	6676	919582	594138	20480	594138	594138	594138	594138	594138	594138	594138	594138	594138	594138	594138	594138
POST_ROW	pooling_sppa9pq	5030	120730	23971280	15130622	152488	15130622	15130622	15130622	15130622	15130622	15130622	15130622	15130622	15130622	15130622	15130622	15130622
POST_ROW	edgecross10-090	1053	5204	126115	103179	5545	103179	103179	103179	103179	103179	103179	103179	103179	103179	103179	103179	103179
POST_ROW	maxcsp-ehi-85-297-71	2372	207996	1381768944	1110971341	1294981	1110971341	1110971341	1110971341	1110971341	1110971341	1110971341	1110971341	1110971341	1110971341	1110971341	1110971341	1110971341
POST_ROW	st_bpaf1a	30	120	623	580	120	580	580	580	580	580	580	580	580	580	580	580	580
POST_ROW	risk2bpb	1462	5396	118471	66041	6655	66041	66041	66041	66041	66041	66041	66041	66041	66041	66041	66041	66041
POST_ROW	qap	255	43748	3802533	3650113	25541	3650113	3650113	3650113	3650113	3650113	3650113	3650113	3650113	3650113	3650113	3650113	3650113
POST_ROW	rsyn0830m04m	7252	20752	212130	171680	25680	171680	171680	171680	171680	171680	171680	171680	171680	171680	171680	171680	171680
POST_ROW	lop97icx	1073	2118	79286	64044	3950	64044	64044	64044	64044	64044	64044	64044	64044	64044	64044	64044	64044
POST_ROW	chain400	1201	4796	16382	16382	4398	16382	16382	16382	16382	16382	16382	16382	16382	16382	16382	16382	16382
POST_ROW	mpbp_07	9532	30810	1368477	1248947	55603	1248947	1248947	1248947	1248947	1248947	1248947	1248947	1248947	1248947	1248947	1248947	1248947
POST_ROW	sonetgr17	440	2958	37814	30971	2807	30971	30971	30971	30971	30971	30971	30971	30971	30971	30971	30971	30971
POST_ROW	p_ball_30b_7p_2d_h	2207	7516	42456	42319	7771	42319	42319	42319	42319	42319	42319	42319	42319	42319	42319	42319	42319
POST_ROW	pinene200	19995	97990	1358716	1134463	133427	1134463	1134463	1134463	1134463	1134463	1134463	1134463	1134463	1134463	1134463	1134463	1134463
POST_ROW	unitcommit_200_100_1_mod_8	146830	476332	3053940	2981835	498723	2981835	2981835	2981835	2981835	2981835	2981835	2981835	2981835	2981835	2981835	2981835	2981835
POST_ROW	ex8_3_9	123	834	15050	11503	1019	11503	11503	11503	11503	11503	11503	11503	11503	11503	11503	11503	11503
POST_ROW	rsyn0820m02m	2486	6932	38190	35631	8131	35631	35631	35631	35631	35631	35631	35631	35631	35631	35631	35631	35631
POST_ROW	p_ball_10b_5p_2d_m	293	964	6648	6547	1135	6547	6547	6547	6547	6547	6547	6547	6547	6547	6547	6547	6547
POST_ROW	pooling_adhya4tp	170	936	26842	20581	1459	20581	20581	20581	20581	20581	20581	20581	20581	20581	20581	20581	20581
POST_ROW	squfl015-080persp	7295	21600	74520	74520	20600	74520	74520	74520	74520	74520	74520	74520	74520	74520	74520	74520	74520
POST_ROW	edgecross10-080	1053	5940	170814	164639	6247	164639	164639	164639	164639	164639	164639	164639	164639	164639	164639	164639	164639
POST_ROW	clay0204hfsg	590	1696	7198	6562	1858	6562	6562	6562	6562	6562	6562	6562	6562	6562	6562	6562	6562
POST_ROW	st_bsj2	13	40	143	114	36	114	114	114	114	114	114	114	114	114	114	114	114
POST_ROW	chimera_mgw-c8-439-onc8-002	440	3038	97870	86464	5210	86464	86464	86464	86464	86464	86464	86464	86464	86464	86464	86464	86464
POST_ROW	batchs201210m	5188	17910	349298	303381	21409	303381	303381	303381	303381	303381	303381	303381	303381	303381	303381	303381	303381
POST_ROW	rsyn0815m04m	5456	15756	184352	143458	20102	143458	143458	143458	143458	143458	143458	143458	143458	143458	143458	143458	143458
POST_ROW	syn40m	560	1528	5007	4829	1585	4829	4829	4829	4829	4829	4829	4829	4829	4829	4829	4829	4829
POST_ROW	knp5-44	2157	32604	3764003	3764003	38039	3764003	3764003	3764003	3764003	3764003	3764003	3764003	3764003	3764003	3764003	3764003	3764003
POST_ROW	ex1263a	94	390	2098	2098	392	2098	2098	2098	2098	2098	2098	2098	2098	2098	2098	2098	2098
POST_ROW	st_e41	8	32	88	88	24	88	88	88	88	88	88	88	88	88	88	88	88
POST_ROW	squfl025-030	2305	6000	42305	42305	7105	42305	42305	42305	42305	42305	42305	42305	42305	42305	42305	42305	42305
POST_ROW	wastewater05m1	98	536	11690	8036	722	8036	8036	8036	8036	8036	8036	8036	8036	8036	8036	8036	8036
POST_ROW	cvxnonsep_psig20	20	380	2870	2870	210	2870	2870	2870	2870	2870	2870	2870	2870	2870	2870	2870	2870
POST_ROW	meanvar-orl400_05_e_8	4405	171604	21923414	21922611	91407	21922611	21922611	21922611	21922611	21922611	21922611	21922611	21922611	21922611	21922611	21922611	21922611
POST_ROW	st_e31	301	744	4534	4257	983	4257	4257	4257	4257	4257	4257	4257	4257	4257	4257	4257	4257
POST_ROW	pooling_sppc1pq	14100	477680	812210652	136686008	761724	136686008	136686008	136686008	136686008	136686008	136686008	136686008	136686008	136686008	136686008	136686008	136686008
POST_ROW	pooling_haverly1pq	31	96	412	403	105	403	403	403	403	403	403	403	403	403	403	403	403
POST_ROW	graphpart_3g-0244-0244	128	672	33446	32534	1608	32534	32534	32534	32534	32534	32534	32534	32534	32534	32534	32534	32534
POST_ROW	graphpart_clique-20	80	1260	34885	27856	1384	27856	27856	27856	27856	27856	27856	27856	27856	27856	27856	27856	27856
POST_ROW	mpbp_48	28368	91016	33835023	16144599	218431	16144599	16144599	16144599	16144599	16144599	16144599	16144599	16144599	16144599	16144599	16144599	16144599
POST_ROW	pooling_sppb5pq	18529	674470	523815053	213571545	857699	213571545	213571545	213571545	213571545	213571545	213571545	213571545	213571545	213571545	213571545	213571545	213571545
POST_ROW	slay07m	497	1512	5740	5740	1554	5740	5740	5740	5740	5740	5740	5740	5740	5740	5740	5740	5740
POST_ROW	nvs19	24	200	1353	884	124	884	884	884	884	884	884	884	884	884	884	884	884
POST_ROW	oil	3270	8430	36313	34760	9956	34760	34760	34760	34760	34760	34760	34760	34760	34760	34760	34760	34760
POST_ROW	squfl015-060	2775	7200	36400	36400	8280	36400	36400	36400	36400	36400	36400	36400	36400	36400	36400	36400	36400
POST_ROW	ndcc12persp	1112	5522	299115	284793	10779	284793	284793	284793	284793	284793	284793	284793	284793	284793	284793	284793	284793
POST_ROW	kissing2	20772	401024	156414018	156414018	482006	156414018	156414018	156414018	156414018	156414018	156414018	156414018	156414018	156414018	156414018	156414018	156414018
POST_ROW	nuclear25a	1942	16030	1977163	1136191	28193	1136191	1136191	1136191	1136191	1136191	1136191	1136191	1136191	1136191	1136191	1136191	1136191
POST_ROW	clay0204m	222	704	2330	2330	682	2330	2330	2330	2330	2330	2330	2330	2330	2330	2330	2330	2330
POST_ROW	st_ph13	23	68	207	178	60	178	178	178	178	178	178	178	178	178	178	178	178
POST_ROW	edgecross10-030	1053	4654	135854	100080	5536	100080	100080	100080	100080	100080	100080	100080	100080	100080	100080	100080	100080
POST_ROW	chain200	601	2396	8182	8182	2198	8182	8182	8182	8182	8182	8182	8182	8182	8182	8182	8182	8182
POST_ROW	ex1223b	25	66	178	178	64	178	178	178	178	178	178	178	178	178	178	178	178
POST_ROW	slay09h	2718	7488	36057	32385	8703	32385	32385	32385	32385	32385	32385	32385	32385	32385	32385	32385	32385
POST_ROW	ndcc12	974	5982	345696	329556	12112	329556	329556	329556	329556	329556	329556	329556	329556	329556	329556	329556	329556
POST_ROW	kall_circlesrectangles_c6r39	1306	5378	75744	74610	7868	74610	74610	74610	74610	74610	74610	74610	74610	74610	74610	74610	74610
POST_ROW	squfl020-150	9170	24000	135020	135020	27360	135020	135020	135020	135020	135020	135020	135020	135020	135020	135020	135020	135020
POST_ROW	autocorr_bern40-30	43	1534	20034	20034	810	20034	20034	20034	20034	20034	20034	20034	20034	20034	20034	20034	20034
POST_ROW	slay08m	660	2016	7796	7796	2068	7796	7796	7796	7796	7796	7796	7796	7796	7796	7796	7796	7796
POST_ROW	chimera_mgw-c16-2031-01	2032	15900	3328073	2565876	53470	2565876	2565876	2565876	2565876	2565876	2565876	2565876	2565876	2565876	2565876	2565876	2565876
POST_ROW	forest	713	2658	10614	10543	2445	10543	10543	10543	10543	10543	10543	10543	10543	10543	10543	10543	10543
POST_ROW	qspp_0_10_0_1_10_1	280	29636	1942907	1932414	16660	1932414	1932414	1932414	1932414	1932414	1932414	1932414	1932414	1932414	1932414	1932414	1932414
POST_ROW	st_ph1	16	58	274	233	55	233	233	233	233	233	233	233	233	233	233	233	233
POST_ROW	elf	124	376	2733	2173	441	2173	2173	2173	2173	2173	2173	2173	2173	2173	2173	2173	2173
POST_ROW	ex3_1_3	18	36	90	83	37	83	83	83	83	83	83	83	83	83	83	83	83
POST_ROW	cvxnonsep_normcon40r	162	322	645	645	323	645	645	645	645	645	645	645	645	645	645	645	645
POST_ROW	demo7	155	618	3579	3426	620	3426	3426	3426	3426	3426	3426	3426	3426	3426	3426	3426	3426
POST_ROW	waternd2	615	2580	155674	74817	4059	74817	74817	74817	74817	74817	74817	74817	74817	74817	74817	74817	74817
POST_ROW	prolog	64	292	1245	1225	257	1225	1225	1225	1225	1225	1225	1225	1225	1225	1225	1225	1225
POST_ROW	ex14_1_8	11	30	80	80	28	80	80	80	80	80	80	80	80	80	80	80	80
POST_ROW	faclay75	272878	1379706	3204527350	3013800414	3449330	3013800414	3013800414	3013800414	3013800414	3013800414	3013800414	3013800414	3013800414	3013800414	3013800414	3013800414	3013800414
POST_ROW	st_qpk3	55	548	5467	3762	374	3762	3762	3762	3762	3762	3762	3762	3762	3762	3762	3762	3762
POST_ROW	mpbp_34	11556	40860	3093917	891674	62446	891674	891674	891674	891674	891674	891674	891674	891674	891674	891674	891674	891674
POST_ROW	cvxnonsep_normcon20r	82	162	325	325	163	325	325	325	325	325	325	325	325	325	325	325	325
POST_ROW	cvxnonsep_psig20r	86	170	341	341	171	341	341	341	341	341	341	341	341	341	341	341	341
POST_ROW	crudeoil_pooling_dt2	18742	75910	14985540	9947932	174214	9947932	9947932	9947932	9947932	9947932	9947932	9947932	9947932	9947932	9947932	9947932	9947932
POST_ROW	rsyn0805m03m	2868	8270	60979	54853	10111	54853	54853	54853	54853	54853	54853	54853	54853	54853	54853	54853	54853
POST_ROW	st_iqpbk1	22	98	295	295	71	295	295	295	295	295	295	295	295	295	295	295	295
POST_ROW	waterund01	96	404	4546	3317	457	3317	3317	3317	3317	3317	3317	3317	3317	3317	3317	3317	3317
POST_ROW	pointpack04	29	120	577	577	113	577	577	577	577	577	577	577	577	577	577	577	577
POST_ROW	st_e22	12	30	77	70	28	70	70	70	70	70	70	70	70	70	70	70	70
POST_ROW	faclay30	16678	82242	13452923	12850431	116585	12850431	12850431	12850431	12850431	12850431	12850431	12850431	12850431	12850431	12850431	12850431	12850431
POST_ROW	arki0002	4432	11248	683476	667374	27906	667374	667374	667374	667374	667374	667374	667374	667374	667374	667374	667374	667374
POST_ROW	transswitch0300p	11659	48446	404940	377741	51785	377741	377741	377741	377741	377741	377741	377741	377741	377741	377741	377741	377741
POST_ROW	crudeoil_pooling_dt3	30660	152210	48975085	33883414	471330	33883414	33883414	33883414	33883414	33883414	33883414	33883414	33883414	33883414	33883414	33883414	33883414
POST_ROW	gasprod_sarawak81	22536	75636	1030380	941231	110997	941231	941231	941231	941231	941231	941231	941231	941231	941231	941231	941231	941231
POST_ROW	maxcsp-langford-3-11	660	29646	33444033	10360919	72709	10360919	10360919	10360919	10360919	10360919	10360919	10360919	10360919	10360919	10360919	10360919	10360919
POST_ROW	p_ball_30b_5p_2d_h	1543	5224	25843	25742	5370	25742	25742	25742	25742	25742	25742	25742	25742	25742	25742	25742	25742
POST_ROW	ringpack_20_3	6709	45220	2415136	865627	40969	865627	865627	865627	865627	865627	865627	865627	865627	865627	865627	865627	865627
POST_ROW	waste	4825	21504	1468261	1270649	38413	1270649	1270649	1270649	1270649	1270649	1270649	1270649	1270649	1270649	1270649	1270649	1270649
POST_ROW	catmix400	2001	11192	36373	36364	8396	36364	36364	36364	36364	36364	36364	36364	36364	36364	36364	36364	36364
POST_ROW	rsyn0815m02hfsg	3054	7968	44604	41416	9904	41416	41416	41416	41416	41416	41416	41416	41416	41416	41416	41416	41416
POST_ROW	p_ball_10b_7p_3d_h	1236	4186	24380	23744	4436	23744	23744	23744	23744	23744	23744	23744	23744	23744	23744	23744	23744
POST_ROW	chimera_k64ising-02	1225	3846	613390	371142	11742	371142	371142	371142	371142	371142	371142	371142	371142	371142	371142	371142	371142
POST_ROW	batchs121208m	3404	11462	138030	128816	13224	128816	128816	128816	128816	128816	128816	128816	128816	128816	128816	128816	128816
POST_ROW	nvs02	11	46	142	142	36	142	142	142	142	142	142	142	142	142	142	142	142
POST_ROW	wastepaper6	191	1416	16611	16611	1511	16611	16611	16611	16611	16611	16611	16611	16611	16611	16611	16611	16611
POST_ROW	syn15hfsg	399	1022	3300	3272	1106	3272	3272	3272	3272	3272	3272	3272	3272	3272	3272	3272	3272
POST_ROW	st_jcbpaf2	36	246	1635	1543	199	1543	1543	1543	1543	1543	1543	1543	1543	1543	1543	1543	1543
POST_ROW	camshape400	2000	7188	16768	16768	5594	16768	16768	16768	16768	16768	16768	16768	16768	16768	16768	16768	16768
POST_ROW	graphpart_clique-30	120	2790	114505	91153	3027	91153	91153	91153	91153	91153	91153	91153	91153	91153	91153	91153	91153
POST_ROW	graphpart_clique-70	280	14910	1413012	1144894	15796	1144894	1144894	1144894	1144894	1144894	1144894	1144894	1144894	1144894	1144894	1144894	1144894
POST_ROW	smallinvDAXr1b010-011	39	1120	13510	13319	599	13319	13319	13319	13319	13319	13319	13319	13319	13319	13319	13319	13319
POST_ROW	nd_netgen-2000-3-4-b-a-ns_7	22074	60000	289420	273394	64374	273394	273394	273394	273394	273394	273394	273394	273394	273394	273394	273394	273394
POST_ROW	slay05m	240	720	2635	2635	745	2635	2635	2635	2635	2635	2635	2635	2635	2635	2635	2635	2635
POST_ROW	chimera_selby-c16-01	2031	10964	3605628	2421342	50264	2421342	2421342	2421342	2421342	2421342	2421342	2421342	2421342	2421342	2421342	2421342	2421342
POST_ROW	csched1	110	376	975	975	323	975	975	975	975	975	975	975	975	975	975	975	975
POST_ROW	watercontamination0303r	1310	37028	2171882	2171882	20194	2171882	2171882	2171882	2171882	2171882	2171882	2171882	2171882	2171882	2171882	2171882	2171882
POST_ROW	ex9_2_4	15	36	117	117	41	117	117	117	117	117	117	117	117	117	117	117	117
POST_ROW	sssd15-04	163	440	1625	1625	497	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625
POST_ROW	autocorr_bern35-35fix	38	1264	16214	16214	670	16214	16214	16214	16214	16214	16214	16214	16214	16214	16214	16214	16214
POST_ROW	sfacloc2_4_90	1491	4500	31682	28843	5335	28843	28843	28843	28843	28843	28843	28843	28843	28843	28843	28843	28843
POST_ROW	cont6-qq	120395	557994	835894090	581918900	3410086	581918900	581918900	581918900	581918900	581918900	581918900	581918900	581918900	581918900	581918900	581918900	581918900
POST_ROW	meanvar-orl400_05_e_7	5205	174804	21939414	21935811	95007	21935811	21935811	21935811	21935811	21935811	21935811	21935811	21935811	21935811	21935811	21935811	21935811
POST_ROW	glider400	10017	49624	373018	327531	54133	327531	327531	327531	327531	327531	327531	327531	327531	327531	327531	327531	327531
POST_ROW	syn40m04m	4960	13792	65982	63265	15219	63265	63265	63265	63265	63265	63265	63265	63265	63265	63265	63265	63265
POST_ROW	ex2_1_3	31	72	189	189	73	189	189	189	189	189	189	189	189	189	189	189	189
POST_ROW	qapw	705	87496	12183146	12183146	69878	12183146	12183146	12183146	12183146	12183146	12183146	12183146	12183146	12183146	12183146	12183146	12183146
POST_ROW	himmel11	14	60	198	198	48	198	198	198	198	198	198	198	198	198	198	198	198
