methanol400	23999	1.23 99%
crudeoil_lee4_09	15904	1.60 99%
procurement1large	14416	1.51 99%
crudeoil_pooling_dt3	30660	1.15 99%
mpbp_48	28368	1.34 99%
nd_netgen-3000-1-1-b-b-ns_7	33155	1.01 99%
crudeoil_lee4_10	17809	1.19 100%
chimera_selby-c16-01	2031	1.37 99%
chimera_selby-c16-02	2031	1.51 99%
gams05	17364	0.76 99%
