LADGATE	357	10000	0.223	1
LADGATE	401	10000	0.255	1
LADGATE	4772	10000	0.619	1
LADGATE	1131	10000	0.556	1
LADGATE	5030	10000	0.424	1
LADGATE	1053	10000	0.324	1
LADGATE	30	10000	0.166	1
LADGATE	1462	10000	0.485	1
LADGATE	255	10000	0.134	1
LADGATE	7252	10000	0.570	1
LADGATE	1073	10000	0.270	1
LADGATE	1201	10000	0.228	1
LADGATE	9532	10000	0.744	1
LADGATE	440	10000	0.342	1
LADGATE	2207	10000	0.580	1
LADGATE	19995	10000	0.704	0
LADGATE	123	10000	0.274	1
LADGATE	2486	10000	0.612	1
LADGATE	293	10000	0.253	1
LADGATE	170	10000	0.205	1
LADGATE	7295	10000	0.297	1
LADGATE	1053	10000	0.332	1
LADGATE	590	10000	0.312	1
LADGATE	13	10000	0.119	1
LADGATE	440	10000	0.444	1
LADGATE	5188	10000	0.665	1
LADGATE	5456	10000	0.662	1
LADGATE	560	10000	0.304	1
LADGATE	2157	10000	0.267	1
LADGATE	94	10000	0.188	1
LADGATE	2305	10000	0.655	1
LADGATE	98	10000	0.239	1
LADGATE	4405	10000	0.178	1
LADGATE	301	10000	0.270	1
LADGATE	31	10000	0.166	1
LADGATE	128	10000	0.228	1
LADGATE	80	10000	0.245	1
LADGATE	28368	10000	0.909	0
LADGATE	497	10000	0.262	1
LADGATE	3270	10000	0.527	1
LADGATE	2775	10000	0.851	1
LADGATE	1112	10000	0.454	1
LADGATE	1942	10000	0.582	1
LADGATE	222	10000	0.218	1
LADGATE	23	10000	0.146	1
LADGATE	1053	10000	0.408	1
LADGATE	601	10000	0.257	1
LADGATE	25	10000	0.166	1
LADGATE	2718	10000	0.558	1
LADGATE	974	10000	0.550	1
LADGATE	1306	10000	0.424	1
LADGATE	9170	10000	0.529	1
LADGATE	660	10000	0.293	1
LADGATE	2032	10000	0.599	1
LADGATE	713	10000	0.400	1
LADGATE	280	10000	0.171	1
LADGATE	16	10000	0.138	1
LADGATE	124	10000	0.186	1
LADGATE	18	10000	0.143	1
LADGATE	155	10000	0.248	1
LADGATE	615	10000	0.391	1
LADGATE	64	10000	0.200	1
LADGATE	11	10000	0.114	1
LADGATE	55	10000	0.130	1
LADGATE	11556	10000	0.593	0
LADGATE	18742	10000	0.679	0
LADGATE	2868	10000	0.897	1
LADGATE	96	10000	0.258	1
