tag	matrix	n	factor_nnz	seed_flops	old_seconds	new_seconds	old_peo_recon	new_peo_recon	old_lex_calls	new_lex_calls
STATE_GATE_COST_ROW	transswitch2736spr	69651	439563	7281507	0.000000	0.000000	0	0	0	0
STATE_GATE_COST_ROW	chp_shorttermplan2a	8992	38330	575282	0.005058	0.002030	1	0	1	0
STATE_GATE_COST_ROW	catmix200	1001	4196	18164	0.000564	0.000212	1	0	1	0
STATE_GATE_COST_ROW	nvs23	27	153	1221	0.000023	0.000008	1	0	1	0
STATE_GATE_COST_ROW	oaer	20	45	107	0.000011	0.000003	1	0	1	0
STATE_GATE_COST_ROW	hybriddynamic_fixed	168	421	1103	0.000077	0.000027	1	0	1	0
STATE_GATE_COST_ROW	edgecross24-115	16747	160407	27626301	0.013583	0.005382	1	0	1	0
STATE_GATE_COST_ROW	space25	1178	4186	22528	0.000609	0.000226	1	0	1	0
STATE_GATE_COST_ROW	methanol400	23999	186271	1864047	0.018199	0.007440	1	0	1	0
STATE_GATE_COST_ROW	pooling_foulds5tp	1218	9811	171941	0.000872	0.000308	1	0	1	0
STATE_GATE_COST_ROW	pooling_sppa9tp	5040	158869	16877457	0.010064	0.003471	1	0	1	0
STATE_GATE_COST_ROW	st_miqp2	10	19	37	0.000006	0.000002	1	0	1	0
STATE_GATE_COST_ROW	autocorr_bern30-23	33	472	8940	0.000051	0.000017	1	0	1	0
STATE_GATE_COST_ROW	mpbp_15	9858	55898	1167920	0.006342	0.002410	1	0	1	0
STATE_GATE_COST_ROW	cvxnonsep_psig30r	126	251	501	0.000048	0.000017	1	0	1	0
STATE_GATE_COST_ROW	rsyn0830hfsg	1590	4687	15383	0.000830	0.000327	1	0	1	0
STATE_GATE_COST_ROW	crudeoil_pooling_ct1	1271	7323	93863	0.000797	0.000286	1	0	1	0
STATE_GATE_COST_ROW	multiplants_stg1c	800	6946	143020	0.000575	0.000193	1	0	1	0
STATE_GATE_COST_ROW	st_pan1	11	30	94	0.000008	0.000002	1	0	1	0
STATE_GATE_COST_ROW	multiplants_stg1b	814	7725	187593	0.000644	0.000215	1	0	1	0
STATE_GATE_COST_ROW	methanol200	11999	92103	905945	0.009208	0.003662	1	0	1	0
STATE_GATE_COST_ROW	faclay35	26778	204090	32021838	0.019393	0.007923	1	0	1	0
STATE_GATE_COST_ROW	emfl050_5_5	13175	38550	155400	0.006744	0.002859	1	0	1	0
STATE_GATE_COST_ROW	transswitch2383wpr	59853	332327	3861509	0.000000	0.000000	0	0	0	0
STATE_GATE_COST_ROW	chimera_lga-01	1120	15989	497101	0.001320	0.000453	1	0	1	0
STATE_GATE_COST_ROW	gasprod_sarawak16	4596	22604	196064	0.003016	0.001165	1	0	1	0
STATE_GATE_COST_ROW	crudeoil_lee4_09	15904	556476	129101152	0.064508	0.064210	4	4	1	1
STATE_GATE_COST_ROW	arki0013	44909	683350	150283404	0.120891	0.119519	4	4	1	1
STATE_GATE_COST_ROW	st_m1	42	313	3097	0.000037	0.000012	1	0	1	0
STATE_GATE_COST_ROW	mpbp_47	5310	30546	652248	0.003123	0.001200	1	0	1	0
STATE_GATE_COST_ROW	rsyn0815m	821	2365	7745	0.000397	0.000161	1	0	1	0
STATE_GATE_COST_ROW	arki0016	7993	47534	835794	0.005615	0.002217	1	0	1	0
STATE_GATE_COST_ROW	st_glmp_ss2	18	45	121	0.000011	0.000003	1	0	1	0
STATE_GATE_COST_ROW	rsyn0810m02hfsg	2670	8593	34753	0.001388	0.000540	1	0	1	0
