tag	matrix	n	factor_nnz	seed_flops	old_seconds	new_seconds	old_peo_recon	new_peo_recon	old_lex_calls	new_lex_calls
STATE_GATE_COST_ROW	pointpack06	55	241	1497	0.000034	0.000011	1	0	1	0
STATE_GATE_COST_ROW	syn40m04hfsg	6328	18919	73685	0.003316	0.001353	1	0	1	0
STATE_GATE_COST_ROW	clay0304m	258	798	2742	0.000123	0.000044	1	0	1	0
STATE_GATE_COST_ROW	pooling_foulds5pq	1218	9583	159641	0.000899	0.000319	1	0	1	0
STATE_GATE_COST_ROW	clay0305hfsg	1000	3160	11240	0.000476	0.000177	1	0	1	0
STATE_GATE_COST_ROW	st_test8	64	316	1964	0.000036	0.000012	1	0	1	0
STATE_GATE_COST_ROW	gams05	17364	3290984	3259322396	0.000000	0.000000	0	0	0	0
STATE_GATE_COST_ROW	sporttournament08	31	154	862	0.000020	0.000006	1	0	1	0
STATE_GATE_COST_ROW	powerflow0030p	1121	4378	23642	0.000624	0.000228	1	0	1	0
STATE_GATE_COST_ROW	popdynm200	22407	185076	2436150	0.016739	0.006559	1	0	1	0
STATE_GATE_COST_ROW	mpbp_35	11120	63231	975441	0.007244	0.002792	1	0	1	0
STATE_GATE_COST_ROW	syn30m02m	1492	4221	13455	0.000765	0.000298	1	0	1	0
STATE_GATE_COST_ROW	wastewater13m1	481	3560	60068	0.000332	0.000131	1	0	1	0
STATE_GATE_COST_ROW	syn40hfsg	1022	2807	8155	0.000483	0.000178	1	0	1	0
STATE_GATE_COST_ROW	sep1	69	249	1047	0.000036	0.000012	1	0	1	0
STATE_GATE_COST_ROW	syn30m03m	2508	7404	26552	0.001256	0.000504	1	0	1	0
STATE_GATE_COST_ROW	st_qpc-m3a	30	182	1574	0.000026	0.000009	1	0	1	0
STATE_GATE_COST_ROW	crudeoil_pooling_ct3	2644	26609	866197	0.002463	0.000846	1	0	1	0
STATE_GATE_COST_ROW	space25a	634	3349	27875	0.000408	0.000143	1	0	1	0
STATE_GATE_COST_ROW	autocorr_bern20-15	23	220	2784	0.000027	0.000009	1	0	1	0
STATE_GATE_COST_ROW	ex7_2_1	35	103	341	0.000019	0.000006	1	0	1	0
STATE_GATE_COST_ROW	hydroenergy2	2092	8284	56014	0.001108	0.000424	1	0	1	0
STATE_GATE_COST_ROW	pooling_digabel19	514	8765	274903	0.000657	0.000210	1	0	1	0
STATE_GATE_COST_ROW	clay0203m	132	402	1348	0.000064	0.000022	1	0	1	0
STATE_GATE_COST_ROW	squfl030-150	13680	41115	252605	0.006848	0.002790	1	0	1	0
