tag	matrix	n	input_nnz	amd_flops	baseline_flops	factor_nnz	seconds	raw0	raw1	raw2	raw3	post0	post1	post2	post3
ORIGINAL_ROW	rsyn0840m04m	8508	24272	229914	185120	29560	0.005404	185120	185120	185120	185120	185120	185120	185120	185120
ORIGINAL_ROW	mpbp_21	11716	37660	1691114	1456963	65805	0.007425	1456963	1456963	1456963	1456963	1456963	1456963	1456963	1456963
ORIGINAL_ROW	orth_d4m6_pl	172	1096	10938	10703	1019	0.000147	10703	10703	10703	10703	10703	10703	10703	10703
ORIGINAL_ROW	kall_circlespolygons_c1p5b	1681	7432	201759	193841	11831	0.001244	193841	193841	193841	193841	193841	193841	193841	193841
ORIGINAL_ROW	acopf_case9241pegase_qcqp	313068	1292408	34647355	33736789	1988065	0.000000	33736789	33736789	33736789	33736789	33736789	33736789	33736789	33736789
ORIGINAL_ROW	ex1223	33	82	244	244	86	0.000027	244	244	244	244	244	244	244	244
ORIGINAL_ROW	ex6_1_4	10	48	197	153	37	0.000011	153	153	153	153	153	153	153	153
ORIGINAL_ROW	powerflow0014r	403	1630	10761	10361	1783	0.000289	10361	10361	10361	10361	10361	10361	10361	10361
ORIGINAL_ROW	knp5-43	2065	31132	3517788	3517788	36336	0.002607	3517788	3517788	3517788	3517788	3517788	3517788	3517788	3517788
ORIGINAL_ROW	gabriel09	21688	89702	29373994	26366112	228634	0.017869	26366112	26366112	26366112	26366112	26366112	26366112	26366112	26366112
ORIGINAL_ROW	tln2	32	88	233	233	83	0.000023	233	233	233	233	233	233	233	233
ORIGINAL_ROW	prob02	22	76	267	232	66	0.000016	232	232	232	232	232	232	232	232
ORIGINAL_ROW	blend146	1422	4460	78102	64296	6042	0.000864	64296	64296	64296	64296	64296	64296	64296	64296
ORIGINAL_ROW	mpbp_46	4518	14492	499547	447603	24571	0.002894	447603	447603	447603	447603	447603	447603	447603	447603
ORIGINAL_ROW	tls6	413	2860	18483	17511	2429	0.000348	17511	17511	17511	17511	17511	17511	17511	17511
ORIGINAL_ROW	emfl100_5_5	21925	52300	221650	221650	62300	0.012613	221650	221650	221650	221650	221650	221650	221650	221650
ORIGINAL_ROW	qspp_0_11_0_1_10_1	341	44264	3563707	3531915	24763	0.003748	3531915	3531915	3531915	3531915	3531915	3531915	3531915	3531915
ORIGINAL_ROW	p_ball_10b_5p_4d_m	403	1484	13581	13288	1736	0.000246	13288	13288	13288	13288	13288	13288	13288	13288
ORIGINAL_ROW	st_rv9	90	840	6691	6321	679	0.000083	6321	6321	6321	6321	6321	6321	6321	6321
ORIGINAL_ROW	rsyn0840m02m	3486	9576	47529	44981	10989	0.002184	44981	44981	44981	44981	44981	44981	44981	44981
ORIGINAL_ROW	nvs05	22	84	277	266	72	0.000019	266	266	266	266	266	266	266	266
ORIGINAL_ROW	autocorr_bern25-19	28	612	5278	5278	334	0.000051	5278	5278	5278	5278	5278	5278	5278	5278
ORIGINAL_ROW	sssd20-08persp	356	1232	4960	4960	1208	0.000203	4960	4960	4960	4960	4960	4960	4960	4960
ORIGINAL_ROW	multiplants_stg5	827	3804	377794	155722	7440	0.000757	155722	155722	155722	155722	155722	155722	155722	155722
ORIGINAL_ROW	chimera_rfr-02	2032	15140	3860441	2487302	51728	0.003132	2487302	2487302	2487302	2487302	2487302	2487302	2487302	2487302
ORIGINAL_ROW	multiplants_stg1a	726	3510	142058	121443	6211	0.000644	121443	121443	121443	121443	121443	121443	121443	121443
ORIGINAL_ROW	pooling_adhya4pq	170	932	24314	16556	1362	0.000153	16556	16556	16556	16556	16556	16556	16556	16556
ORIGINAL_ROW	nuclear10a	17493	163816	82406325	55749125	365737	0.020660	55749125	55749125	55749125	55749125	55749125	55749125	55749125	55749125
ORIGINAL_ROW	sonet24v5	874	7260	185654	110276	7010	0.000834	110276	110276	110276	110276	110276	110276	110276	110276
ORIGINAL_ROW	transswitch2736spr	69651	331010	7933133	7281507	439563	0.000000	7281507	7281507	7281507	7281507	7281507	7281507	7281507	7281507
ORIGINAL_ROW	chp_shorttermplan2a	8992	26288	821014	575282	38330	0.005503	575282	575282	575282	575282	575282	575282	575282	575282
ORIGINAL_ROW	catmix200	1001	5592	18173	18164	4196	0.000619	18164	18164	18164	18164	18164	18164	18164	18164
ORIGINAL_ROW	nvs23	27	252	1921	1221	153	0.000028	1221	1221	1221	1221	1221	1221	1221	1221
ORIGINAL_ROW	oaer	20	40	107	107	45	0.000014	107	107	107	107	107	107	107	107
ORIGINAL_ROW	hybriddynamic_fixed	168	388	1103	1103	421	0.000096	1103	1103	1103	1103	1103	1103	1103	1103
ORIGINAL_ROW	edgecross24-115	16747	77352	35096942	27626301	160407	0.014051	27626301	27626301	27626301	27626301	27626301	27626301	27626301	27626301
ORIGINAL_ROW	space25	1178	4334	23567	22528	4186	0.000707	22528	22528	22528	22528	22528	22528	22528	22528
ORIGINAL_ROW	methanol400	23999	151728	2586036	1864047	186271	0.019931	1864047	1864047	1864047	1864047	1864047	1864047	1864047	1864047
ORIGINAL_ROW	pooling_foulds5tp	1218	8364	251833	171941	9811	0.000903	171941	171941	171941	171941	171941	171941	171941	171941
ORIGINAL_ROW	pooling_sppa9tp	5040	121302	104609262	16877457	158869	0.008823	16877457	16877457	16877457	16877457	16877457	16877457	16877457	16877457
ORIGINAL_ROW	st_miqp2	10	18	37	37	19	0.000008	37	37	37	37	37	37	37	37
ORIGINAL_ROW	autocorr_bern30-23	33	878	8940	8940	472	0.000067	8940	8940	8940	8940	8940	8940	8940	8940
ORIGINAL_ROW	mpbp_15	9858	31692	1496502	1167920	55898	0.006235	1167920	1167920	1167920	1167920	1167920	1167920	1167920	1167920
ORIGINAL_ROW	cvxnonsep_psig30r	126	250	501	501	251	0.000056	501	501	501	501	501	501	501	501
ORIGINAL_ROW	rsyn0830hfsg	1590	4100	16168	15383	4687	0.001025	15383	15383	15383	15383	15383	15383	15383	15383
ORIGINAL_ROW	crudeoil_pooling_ct1	1271	4642	125127	93863	7323	0.000962	93863	93863	93863	93863	93863	93863	93863	93863
ORIGINAL_ROW	multiplants_stg1c	800	3894	150039	143020	6946	0.000674	143020	143020	143020	143020	143020	143020	143020	143020
ORIGINAL_ROW	st_pan1	11	32	123	94	30	0.000008	94	94	94	94	94	94	94	94
ORIGINAL_ROW	multiplants_stg1b	814	3992	308612	187593	7725	0.000734	187593	187593	187593	187593	187593	187593	187593	187593
ORIGINAL_ROW	methanol200	11999	76128	1290836	905945	92103	0.010007	905945	905945	905945	905945	905945	905945	905945	905945
ORIGINAL_ROW	faclay35	26778	132380	33630126	32021838	204090	0.020870	32021838	32021838	32021838	32021838	32021838	32021838	32021838	32021838
ORIGINAL_ROW	emfl050_5_5	13175	32300	155400	155400	38550	0.007549	155400	155400	155400	155400	155400	155400	155400	155400
ORIGINAL_ROW	transswitch2383wpr	59853	277562	3946309	3861509	332327	0.000000	3861509	3861509	3861509	3861509	3861509	3861509	3861509	3861509
ORIGINAL_ROW	chimera_lga-01	1120	6400	668019	497101	15989	0.001411	497101	497101	497101	497101	497101	497101	497101	497101
ORIGINAL_ROW	gasprod_sarawak16	4596	15316	213850	196064	22604	0.003336	196064	196064	196064	196064	196064	196064	196064	196064
ORIGINAL_ROW	crudeoil_lee4_09	15904	101792	208785578	129101152	556476	0.106852	129010199	129090859	129012295	129092999	128886676	128977601	128782785	128840457
ORIGINAL_ROW	arki0013	44909	160172	390472987	150283404	683350	0.193645	149934813	150184344	150199161	150216499	149819952	150046167	149962220	150041934
ORIGINAL_ROW	st_m1	42	432	3097	3097	313	0.000053	3097	3097	3097	3097	3097	3097	3097	3097
ORIGINAL_ROW	mpbp_47	5310	17098	730624	652248	30546	0.003342	652248	652248	652248	652248	652248	652248	652248	652248
ORIGINAL_ROW	rsyn0815m	821	2242	8260	7745	2365	0.000523	7745	7745	7745	7745	7745	7745	7745	7745
ORIGINAL_ROW	arki0016	7993	37208	878890	835794	47534	0.005959	835794	835794	835794	835794	835794	835794	835794	835794
ORIGINAL_ROW	st_glmp_ss2	18	48	121	121	45	0.000015	121	121	121	121	121	121	121	121
ORIGINAL_ROW	rsyn0810m02hfsg	2670	6964	36862	34753	8593	0.001675	34753	34753	34753	34753	34753	34753	34753	34753
ORIGINAL_ROW	pointpack06	55	276	1497	1497	241	0.000047	1497	1497	1497	1497	1497	1497	1497	1497
ORIGINAL_ROW	syn40m04hfsg	6328	16896	76232	73685	18919	0.003776	73685	73685	73685	73685	73685	73685	73685	73685
ORIGINAL_ROW	clay0304m	258	840	2742	2742	798	0.000155	2742	2742	2742	2742	2742	2742	2742	2742
ORIGINAL_ROW	pooling_foulds5pq	1218	8300	159641	159641	9583	0.000872	159641	159641	159641	159641	159641	159641	159641	159641
ORIGINAL_ROW	clay0305hfsg	1000	2910	12260	11240	3160	0.000566	11240	11240	11240	11240	11240	11240	11240	11240
ORIGINAL_ROW	st_test8	64	232	2343	1964	316	0.000045	1964	1964	1964	1964	1964	1964	1964	1964
ORIGINAL_ROW	gams05	17364	252910	6179750712	3259322396	3290984	0.000000	3259322396	3259322396	3259322396	3259322396	3259322396	3259322396	3259322396	3259322396
ORIGINAL_ROW	sporttournament08	31	156	862	862	154	0.000031	862	862	862	862	862	862	862	862
ORIGINAL_ROW	powerflow0030p	1121	4194	24944	23642	4378	0.000721	23642	23642	23642	23642	23642	23642	23642	23642
ORIGINAL_ROW	popdynm200	22407	105584	2567878	2436150	185076	0.018187	2436150	2436150	2436150	2436150	2436150	2436150	2436150	2436150
ORIGINAL_ROW	mpbp_35	11120	40790	3037207	975441	63231	0.007536	975441	975441	975441	975441	975441	975441	975441	975441
ORIGINAL_ROW	syn30m02m	1492	3936	13752	13455	4221	0.000921	13455	13455	13455	13455	13455	13455	13455	13455
ORIGINAL_ROW	wastewater13m1	481	3252	60135	60068	3560	0.000379	60068	60068	60068	60068	60068	60068	60068	60068
ORIGINAL_ROW	syn40hfsg	1022	2624	8432	8155	2807	0.000640	8155	8155	8155	8155	8155	8155	8155	8155
ORIGINAL_ROW	sep1	69	206	1097	1047	249	0.000052	1047	1047	1047	1047	1047	1047	1047	1047
ORIGINAL_ROW	syn30m03m	2508	6804	26806	26552	7404	0.001446	26552	26552	26552	26552	26552	26552	26552	26552
ORIGINAL_ROW	st_qpc-m3a	30	304	2330	1574	182	0.000034	1574	1574	1574	1574	1574	1574	1574	1574
ORIGINAL_ROW	crudeoil_pooling_ct3	2644	11426	1381490	866197	26609	0.002501	866197	866197	866197	866197	866197	866197	866197	866197
ORIGINAL_ROW	space25a	634	3246	29078	27875	3349	0.000513	27875	27875	27875	27875	27875	27875	27875	27875
ORIGINAL_ROW	autocorr_bern20-15	23	394	2784	2784	220	0.000037	2784	2784	2784	2784	2784	2784	2784	2784
ORIGINAL_ROW	ex7_2_1	35	134	352	341	103	0.000025	341	341	341	341	341	341	341	341
ORIGINAL_ROW	hydroenergy2	2092	6236	69051	56014	8284	0.001238	56014	56014	56014	56014	56014	56014	56014	56014
ORIGINAL_ROW	pooling_digabel19	514	5340	325989	274903	8765	0.000700	274903	274903	274903	274903	274903	274903	274903	274903
ORIGINAL_ROW	clay0203m	132	420	1348	1348	402	0.000077	1348	1348	1348	1348	1348	1348	1348	1348
ORIGINAL_ROW	squfl030-150	13680	36000	252605	252605	41115	0.007005	252605	252605	252605	252605	252605	252605	252605	252605
