tag	matrix	n	input_nnz	amd_flops	base_flops	base_factor_nnz	selected_flops	seconds	accepted_state_flags
SELECTED_ORIGINAL_ROW	mpbp_47	5310	17098	730624	652248	30546	652248	0.000000	0
SELECTED_ORIGINAL_ROW	rsyn0815m	821	2242	8260	7745	2365	7745	0.000000	0
SELECTED_ORIGINAL_ROW	arki0016	7993	37208	878890	835794	47534	835794	0.000000	0
SELECTED_ORIGINAL_ROW	st_glmp_ss2	18	48	121	121	45	121	0.000000	0
SELECTED_ORIGINAL_ROW	rsyn0810m02hfsg	2670	6964	36862	34753	8593	34753	0.000000	0
SELECTED_ORIGINAL_ROW	pointpack06	55	276	1497	1497	241	1497	0.000000	0
SELECTED_ORIGINAL_ROW	syn40m04hfsg	6328	16896	76232	73685	18919	73685	0.000000	0
SELECTED_ORIGINAL_ROW	clay0304m	258	840	2742	2742	798	2742	0.000000	0
SELECTED_ORIGINAL_ROW	pooling_foulds5pq	1218	8300	159641	159641	9583	159641	0.000000	0
SELECTED_ORIGINAL_ROW	clay0305hfsg	1000	2910	12260	11240	3160	11240	0.000000	0
SELECTED_ORIGINAL_ROW	st_test8	64	232	2343	1964	316	1964	0.000000	0
SELECTED_ORIGINAL_ROW	gams05	17364	252910	6179750712	3259322396	3290984	3259322396	0.000000	0
SELECTED_ORIGINAL_ROW	sporttournament08	31	156	862	862	154	862	0.000000	0
SELECTED_ORIGINAL_ROW	powerflow0030p	1121	4194	24944	23642	4378	23642	0.000000	0
SELECTED_ORIGINAL_ROW	popdynm200	22407	105584	2567878	2436150	185076	2436150	0.007605	1
SELECTED_ORIGINAL_ROW	mpbp_35	11120	40790	3037207	975441	63231	975441	0.000000	0
SELECTED_ORIGINAL_ROW	syn30m02m	1492	3936	13752	13455	4221	13455	0.000000	0
SELECTED_ORIGINAL_ROW	wastewater13m1	481	3252	60135	60068	3560	60068	0.000000	0
SELECTED_ORIGINAL_ROW	syn40hfsg	1022	2624	8432	8155	2807	8155	0.000000	0
SELECTED_ORIGINAL_ROW	sep1	69	206	1097	1047	249	1047	0.000000	0
SELECTED_ORIGINAL_ROW	syn30m03m	2508	6804	26806	26552	7404	26552	0.000000	0
SELECTED_ORIGINAL_ROW	st_qpc-m3a	30	304	2330	1574	182	1574	0.000000	0
SELECTED_ORIGINAL_ROW	crudeoil_pooling_ct3	2644	11426	1381490	866197	26609	866197	0.000000	0
SELECTED_ORIGINAL_ROW	space25a	634	3246	29078	27875	3349	27875	0.000000	0
SELECTED_ORIGINAL_ROW	autocorr_bern20-15	23	394	2784	2784	220	2784	0.000000	0
SELECTED_ORIGINAL_ROW	ex7_2_1	35	134	352	341	103	341	0.000000	0
SELECTED_ORIGINAL_ROW	hydroenergy2	2092	6236	69051	56014	8284	56014	0.000000	0
SELECTED_ORIGINAL_ROW	pooling_digabel19	514	5340	325989	274903	8765	274903	0.000000	0
SELECTED_ORIGINAL_ROW	clay0203m	132	420	1348	1348	402	1348	0.000000	0
SELECTED_ORIGINAL_ROW	squfl030-150	13680	36000	252605	252605	41115	252605	0.000000	0
